train_data\images\DJI_0008_patch_00.jpg train_data\masks\DJI_0008_patch_00.png
train_data\images\DJI_0372_patch_46.jpg train_data\masks\DJI_0372_patch_46.png
train_data\images\DJI_0373_patch_00.jpg train_data\masks\DJI_0373_patch_00.png
train_data\images\DJI_0373_patch_01.jpg train_data\masks\DJI_0373_patch_01.png
train_data\images\DJI_0373_patch_02.jpg train_data\masks\DJI_0373_patch_02.png
train_data\images\DJI_0373_patch_03.jpg train_data\masks\DJI_0373_patch_03.png
train_data\images\DJI_0373_patch_04.jpg train_data\masks\DJI_0373_patch_04.png
train_data\images\DJI_0373_patch_05.jpg train_data\masks\DJI_0373_patch_05.png
train_data\images\DJI_0373_patch_06.jpg train_data\masks\DJI_0373_patch_06.png
train_data\images\DJI_0373_patch_10.jpg train_data\masks\DJI_0373_patch_10.png
train_data\images\DJI_0373_patch_11.jpg train_data\masks\DJI_0373_patch_11.png
train_data\images\DJI_0373_patch_12.jpg train_data\masks\DJI_0373_patch_12.png
train_data\images\DJI_0373_patch_13.jpg train_data\masks\DJI_0373_patch_13.png
train_data\images\DJI_0373_patch_14.jpg train_data\masks\DJI_0373_patch_14.png
train_data\images\DJI_0373_patch_15.jpg train_data\masks\DJI_0373_patch_15.png
train_data\images\DJI_0373_patch_16.jpg train_data\masks\DJI_0373_patch_16.png
train_data\images\DJI_0373_patch_20.jpg train_data\masks\DJI_0373_patch_20.png
train_data\images\DJI_0373_patch_21.jpg train_data\masks\DJI_0373_patch_21.png
train_data\images\DJI_0373_patch_22.jpg train_data\masks\DJI_0373_patch_22.png
train_data\images\DJI_0373_patch_23.jpg train_data\masks\DJI_0373_patch_23.png
train_data\images\DJI_0373_patch_24.jpg train_data\masks\DJI_0373_patch_24.png
train_data\images\DJI_0373_patch_25.jpg train_data\masks\DJI_0373_patch_25.png
train_data\images\DJI_0373_patch_26.jpg train_data\masks\DJI_0373_patch_26.png
train_data\images\DJI_0373_patch_30.jpg train_data\masks\DJI_0373_patch_30.png
train_data\images\DJI_0373_patch_31.jpg train_data\masks\DJI_0373_patch_31.png
train_data\images\DJI_0373_patch_32.jpg train_data\masks\DJI_0373_patch_32.png
train_data\images\DJI_0373_patch_33.jpg train_data\masks\DJI_0373_patch_33.png
train_data\images\DJI_0373_patch_34.jpg train_data\masks\DJI_0373_patch_34.png
train_data\images\DJI_0373_patch_35.jpg train_data\masks\DJI_0373_patch_35.png
train_data\images\DJI_0373_patch_36.jpg train_data\masks\DJI_0373_patch_36.png
train_data\images\DJI_0373_patch_40.jpg train_data\masks\DJI_0373_patch_40.png
train_data\images\DJI_0373_patch_41.jpg train_data\masks\DJI_0373_patch_41.png
train_data\images\DJI_0373_patch_42.jpg train_data\masks\DJI_0373_patch_42.png
train_data\images\DJI_0373_patch_43.jpg train_data\masks\DJI_0373_patch_43.png
train_data\images\DJI_0373_patch_44.jpg train_data\masks\DJI_0373_patch_44.png
train_data\images\DJI_0373_patch_45.jpg train_data\masks\DJI_0373_patch_45.png
train_data\images\DJI_0373_patch_46.jpg train_data\masks\DJI_0373_patch_46.png
train_data\images\DJI_0375_patch_00.jpg train_data\masks\DJI_0375_patch_00.png
train_data\images\DJI_0375_patch_01.jpg train_data\masks\DJI_0375_patch_01.png
train_data\images\DJI_0375_patch_02.jpg train_data\masks\DJI_0375_patch_02.png
train_data\images\DJI_0375_patch_03.jpg train_data\masks\DJI_0375_patch_03.png
train_data\images\DJI_0375_patch_04.jpg train_data\masks\DJI_0375_patch_04.png
train_data\images\DJI_0375_patch_05.jpg train_data\masks\DJI_0375_patch_05.png
train_data\images\DJI_0375_patch_06.jpg train_data\masks\DJI_0375_patch_06.png
train_data\images\DJI_0375_patch_10.jpg train_data\masks\DJI_0375_patch_10.png
train_data\images\DJI_0375_patch_11.jpg train_data\masks\DJI_0375_patch_11.png
train_data\images\DJI_0375_patch_12.jpg train_data\masks\DJI_0375_patch_12.png
train_data\images\DJI_0375_patch_13.jpg train_data\masks\DJI_0375_patch_13.png
train_data\images\DJI_0375_patch_14.jpg train_data\masks\DJI_0375_patch_14.png
train_data\images\DJI_0375_patch_15.jpg train_data\masks\DJI_0375_patch_15.png
train_data\images\DJI_0375_patch_16.jpg train_data\masks\DJI_0375_patch_16.png
train_data\images\DJI_0375_patch_20.jpg train_data\masks\DJI_0375_patch_20.png
train_data\images\DJI_0375_patch_21.jpg train_data\masks\DJI_0375_patch_21.png
train_data\images\DJI_0375_patch_22.jpg train_data\masks\DJI_0375_patch_22.png
train_data\images\DJI_0375_patch_23.jpg train_data\masks\DJI_0375_patch_23.png
train_data\images\DJI_0375_patch_24.jpg train_data\masks\DJI_0375_patch_24.png
train_data\images\DJI_0375_patch_25.jpg train_data\masks\DJI_0375_patch_25.png
train_data\images\DJI_0375_patch_26.jpg train_data\masks\DJI_0375_patch_26.png
train_data\images\DJI_0375_patch_30.jpg train_data\masks\DJI_0375_patch_30.png
train_data\images\DJI_0375_patch_31.jpg train_data\masks\DJI_0375_patch_31.png
train_data\images\DJI_0375_patch_32.jpg train_data\masks\DJI_0375_patch_32.png
train_data\images\DJI_0375_patch_33.jpg train_data\masks\DJI_0375_patch_33.png
train_data\images\DJI_0375_patch_34.jpg train_data\masks\DJI_0375_patch_34.png
train_data\images\DJI_0375_patch_35.jpg train_data\masks\DJI_0375_patch_35.png
train_data\images\DJI_0375_patch_36.jpg train_data\masks\DJI_0375_patch_36.png
train_data\images\DJI_0375_patch_40.jpg train_data\masks\DJI_0375_patch_40.png
train_data\images\DJI_0375_patch_41.jpg train_data\masks\DJI_0375_patch_41.png
train_data\images\DJI_0375_patch_42.jpg train_data\masks\DJI_0375_patch_42.png
train_data\images\DJI_0375_patch_43.jpg train_data\masks\DJI_0375_patch_43.png
train_data\images\DJI_0375_patch_44.jpg train_data\masks\DJI_0375_patch_44.png
train_data\images\DJI_0375_patch_45.jpg train_data\masks\DJI_0375_patch_45.png
train_data\images\DJI_0375_patch_46.jpg train_data\masks\DJI_0375_patch_46.png
train_data\images\DJI_0382_patch_00.jpg train_data\masks\DJI_0382_patch_00.png
train_data\images\DJI_0382_patch_01.jpg train_data\masks\DJI_0382_patch_01.png
train_data\images\DJI_0382_patch_02.jpg train_data\masks\DJI_0382_patch_02.png
train_data\images\DJI_0382_patch_03.jpg train_data\masks\DJI_0382_patch_03.png
train_data\images\DJI_0382_patch_04.jpg train_data\masks\DJI_0382_patch_04.png
train_data\images\DJI_0382_patch_05.jpg train_data\masks\DJI_0382_patch_05.png
train_data\images\DJI_0382_patch_06.jpg train_data\masks\DJI_0382_patch_06.png
train_data\images\DJI_0382_patch_10.jpg train_data\masks\DJI_0382_patch_10.png
train_data\images\DJI_0382_patch_11.jpg train_data\masks\DJI_0382_patch_11.png
train_data\images\DJI_0382_patch_12.jpg train_data\masks\DJI_0382_patch_12.png
train_data\images\DJI_0382_patch_13.jpg train_data\masks\DJI_0382_patch_13.png
train_data\images\DJI_0382_patch_14.jpg train_data\masks\DJI_0382_patch_14.png
train_data\images\DJI_0382_patch_15.jpg train_data\masks\DJI_0382_patch_15.png
train_data\images\DJI_0382_patch_16.jpg train_data\masks\DJI_0382_patch_16.png
train_data\images\DJI_0382_patch_20.jpg train_data\masks\DJI_0382_patch_20.png
train_data\images\DJI_0382_patch_21.jpg train_data\masks\DJI_0382_patch_21.png
train_data\images\DJI_0382_patch_22.jpg train_data\masks\DJI_0382_patch_22.png
train_data\images\DJI_0382_patch_23.jpg train_data\masks\DJI_0382_patch_23.png
train_data\images\DJI_0382_patch_24.jpg train_data\masks\DJI_0382_patch_24.png
train_data\images\DJI_0382_patch_25.jpg train_data\masks\DJI_0382_patch_25.png
train_data\images\DJI_0382_patch_26.jpg train_data\masks\DJI_0382_patch_26.png
train_data\images\DJI_0382_patch_30.jpg train_data\masks\DJI_0382_patch_30.png
train_data\images\DJI_0382_patch_31.jpg train_data\masks\DJI_0382_patch_31.png
train_data\images\DJI_0382_patch_32.jpg train_data\masks\DJI_0382_patch_32.png
train_data\images\DJI_0382_patch_33.jpg train_data\masks\DJI_0382_patch_33.png
train_data\images\DJI_0382_patch_34.jpg train_data\masks\DJI_0382_patch_34.png
train_data\images\DJI_0382_patch_35.jpg train_data\masks\DJI_0382_patch_35.png
train_data\images\DJI_0382_patch_36.jpg train_data\masks\DJI_0382_patch_36.png
train_data\images\DJI_0382_patch_40.jpg train_data\masks\DJI_0382_patch_40.png
train_data\images\DJI_0382_patch_41.jpg train_data\masks\DJI_0382_patch_41.png
train_data\images\DJI_0382_patch_42.jpg train_data\masks\DJI_0382_patch_42.png
train_data\images\DJI_0382_patch_43.jpg train_data\masks\DJI_0382_patch_43.png
train_data\images\DJI_0382_patch_44.jpg train_data\masks\DJI_0382_patch_44.png
train_data\images\DJI_0382_patch_45.jpg train_data\masks\DJI_0382_patch_45.png
train_data\images\DJI_0382_patch_46.jpg train_data\masks\DJI_0382_patch_46.png
train_data\images\DJI_0383_patch_00.jpg train_data\masks\DJI_0383_patch_00.png
train_data\images\DJI_0383_patch_01.jpg train_data\masks\DJI_0383_patch_01.png
train_data\images\DJI_0383_patch_02.jpg train_data\masks\DJI_0383_patch_02.png
train_data\images\DJI_0383_patch_03.jpg train_data\masks\DJI_0383_patch_03.png
train_data\images\DJI_0383_patch_04.jpg train_data\masks\DJI_0383_patch_04.png
train_data\images\DJI_0383_patch_05.jpg train_data\masks\DJI_0383_patch_05.png
train_data\images\DJI_0383_patch_06.jpg train_data\masks\DJI_0383_patch_06.png
train_data\images\DJI_0383_patch_10.jpg train_data\masks\DJI_0383_patch_10.png
train_data\images\DJI_0383_patch_11.jpg train_data\masks\DJI_0383_patch_11.png
train_data\images\DJI_0383_patch_12.jpg train_data\masks\DJI_0383_patch_12.png
train_data\images\DJI_0383_patch_13.jpg train_data\masks\DJI_0383_patch_13.png
train_data\images\DJI_0383_patch_14.jpg train_data\masks\DJI_0383_patch_14.png
train_data\images\DJI_0383_patch_15.jpg train_data\masks\DJI_0383_patch_15.png
train_data\images\DJI_0383_patch_16.jpg train_data\masks\DJI_0383_patch_16.png
train_data\images\DJI_0383_patch_20.jpg train_data\masks\DJI_0383_patch_20.png
train_data\images\DJI_0383_patch_21.jpg train_data\masks\DJI_0383_patch_21.png
train_data\images\DJI_0383_patch_22.jpg train_data\masks\DJI_0383_patch_22.png
train_data\images\DJI_0383_patch_23.jpg train_data\masks\DJI_0383_patch_23.png
train_data\images\DJI_0383_patch_24.jpg train_data\masks\DJI_0383_patch_24.png
train_data\images\DJI_0383_patch_25.jpg train_data\masks\DJI_0383_patch_25.png
train_data\images\DJI_0383_patch_26.jpg train_data\masks\DJI_0383_patch_26.png
train_data\images\DJI_0383_patch_30.jpg train_data\masks\DJI_0383_patch_30.png
train_data\images\DJI_0383_patch_31.jpg train_data\masks\DJI_0383_patch_31.png
train_data\images\DJI_0383_patch_32.jpg train_data\masks\DJI_0383_patch_32.png
train_data\images\DJI_0383_patch_33.jpg train_data\masks\DJI_0383_patch_33.png
train_data\images\DJI_0383_patch_34.jpg train_data\masks\DJI_0383_patch_34.png
train_data\images\DJI_0383_patch_35.jpg train_data\masks\DJI_0383_patch_35.png
train_data\images\DJI_0383_patch_36.jpg train_data\masks\DJI_0383_patch_36.png
train_data\images\DJI_0383_patch_40.jpg train_data\masks\DJI_0383_patch_40.png
train_data\images\DJI_0383_patch_41.jpg train_data\masks\DJI_0383_patch_41.png
train_data\images\DJI_0383_patch_42.jpg train_data\masks\DJI_0383_patch_42.png
train_data\images\DJI_0383_patch_43.jpg train_data\masks\DJI_0383_patch_43.png
train_data\images\DJI_0383_patch_44.jpg train_data\masks\DJI_0383_patch_44.png
train_data\images\DJI_0383_patch_45.jpg train_data\masks\DJI_0383_patch_45.png
train_data\images\DJI_0383_patch_46.jpg train_data\masks\DJI_0383_patch_46.png
train_data\images\DJI_0385_patch_00.jpg train_data\masks\DJI_0385_patch_00.png
train_data\images\DJI_0385_patch_01.jpg train_data\masks\DJI_0385_patch_01.png
train_data\images\DJI_0385_patch_02.jpg train_data\masks\DJI_0385_patch_02.png
train_data\images\DJI_0385_patch_03.jpg train_data\masks\DJI_0385_patch_03.png
train_data\images\DJI_0385_patch_04.jpg train_data\masks\DJI_0385_patch_04.png
train_data\images\DJI_0385_patch_05.jpg train_data\masks\DJI_0385_patch_05.png
train_data\images\DJI_0385_patch_06.jpg train_data\masks\DJI_0385_patch_06.png
train_data\images\DJI_0385_patch_10.jpg train_data\masks\DJI_0385_patch_10.png
train_data\images\DJI_0385_patch_11.jpg train_data\masks\DJI_0385_patch_11.png
train_data\images\DJI_0385_patch_12.jpg train_data\masks\DJI_0385_patch_12.png
train_data\images\DJI_0385_patch_13.jpg train_data\masks\DJI_0385_patch_13.png
train_data\images\DJI_0385_patch_14.jpg train_data\masks\DJI_0385_patch_14.png
train_data\images\DJI_0385_patch_15.jpg train_data\masks\DJI_0385_patch_15.png
train_data\images\DJI_0385_patch_16.jpg train_data\masks\DJI_0385_patch_16.png
train_data\images\DJI_0385_patch_20.jpg train_data\masks\DJI_0385_patch_20.png
train_data\images\DJI_0385_patch_21.jpg train_data\masks\DJI_0385_patch_21.png
train_data\images\DJI_0385_patch_22.jpg train_data\masks\DJI_0385_patch_22.png
train_data\images\DJI_0385_patch_23.jpg train_data\masks\DJI_0385_patch_23.png
train_data\images\DJI_0385_patch_24.jpg train_data\masks\DJI_0385_patch_24.png
train_data\images\DJI_0385_patch_25.jpg train_data\masks\DJI_0385_patch_25.png
train_data\images\DJI_0385_patch_26.jpg train_data\masks\DJI_0385_patch_26.png
train_data\images\DJI_0385_patch_30.jpg train_data\masks\DJI_0385_patch_30.png
train_data\images\DJI_0385_patch_31.jpg train_data\masks\DJI_0385_patch_31.png
train_data\images\DJI_0385_patch_32.jpg train_data\masks\DJI_0385_patch_32.png
train_data\images\DJI_0385_patch_33.jpg train_data\masks\DJI_0385_patch_33.png
train_data\images\DJI_0385_patch_34.jpg train_data\masks\DJI_0385_patch_34.png
train_data\images\DJI_0385_patch_35.jpg train_data\masks\DJI_0385_patch_35.png
train_data\images\DJI_0385_patch_36.jpg train_data\masks\DJI_0385_patch_36.png
train_data\images\DJI_0385_patch_40.jpg train_data\masks\DJI_0385_patch_40.png
train_data\images\DJI_0385_patch_41.jpg train_data\masks\DJI_0385_patch_41.png
train_data\images\DJI_0385_patch_42.jpg train_data\masks\DJI_0385_patch_42.png
train_data\images\DJI_0385_patch_43.jpg train_data\masks\DJI_0385_patch_43.png
train_data\images\DJI_0385_patch_44.jpg train_data\masks\DJI_0385_patch_44.png
train_data\images\DJI_0385_patch_45.jpg train_data\masks\DJI_0385_patch_45.png
train_data\images\DJI_0385_patch_46.jpg train_data\masks\DJI_0385_patch_46.png
train_data\images\DJI_0387_patch_00.jpg train_data\masks\DJI_0387_patch_00.png
train_data\images\DJI_0387_patch_01.jpg train_data\masks\DJI_0387_patch_01.png
train_data\images\DJI_0387_patch_02.jpg train_data\masks\DJI_0387_patch_02.png
train_data\images\DJI_0387_patch_03.jpg train_data\masks\DJI_0387_patch_03.png
train_data\images\DJI_0387_patch_04.jpg train_data\masks\DJI_0387_patch_04.png
train_data\images\DJI_0387_patch_05.jpg train_data\masks\DJI_0387_patch_05.png
train_data\images\DJI_0387_patch_06.jpg train_data\masks\DJI_0387_patch_06.png
train_data\images\DJI_0387_patch_10.jpg train_data\masks\DJI_0387_patch_10.png
train_data\images\DJI_0387_patch_11.jpg train_data\masks\DJI_0387_patch_11.png
train_data\images\DJI_0387_patch_12.jpg train_data\masks\DJI_0387_patch_12.png
train_data\images\DJI_0387_patch_13.jpg train_data\masks\DJI_0387_patch_13.png
train_data\images\DJI_0387_patch_14.jpg train_data\masks\DJI_0387_patch_14.png
train_data\images\DJI_0387_patch_15.jpg train_data\masks\DJI_0387_patch_15.png
train_data\images\DJI_0387_patch_16.jpg train_data\masks\DJI_0387_patch_16.png
train_data\images\DJI_0387_patch_20.jpg train_data\masks\DJI_0387_patch_20.png
train_data\images\DJI_0387_patch_21.jpg train_data\masks\DJI_0387_patch_21.png
train_data\images\DJI_0387_patch_22.jpg train_data\masks\DJI_0387_patch_22.png
train_data\images\DJI_0387_patch_23.jpg train_data\masks\DJI_0387_patch_23.png
train_data\images\DJI_0387_patch_24.jpg train_data\masks\DJI_0387_patch_24.png
train_data\images\DJI_0387_patch_25.jpg train_data\masks\DJI_0387_patch_25.png
train_data\images\DJI_0387_patch_26.jpg train_data\masks\DJI_0387_patch_26.png
train_data\images\DJI_0387_patch_30.jpg train_data\masks\DJI_0387_patch_30.png
train_data\images\DJI_0387_patch_31.jpg train_data\masks\DJI_0387_patch_31.png
train_data\images\DJI_0387_patch_32.jpg train_data\masks\DJI_0387_patch_32.png
train_data\images\DJI_0387_patch_33.jpg train_data\masks\DJI_0387_patch_33.png
train_data\images\DJI_0387_patch_34.jpg train_data\masks\DJI_0387_patch_34.png
train_data\images\DJI_0387_patch_35.jpg train_data\masks\DJI_0387_patch_35.png
train_data\images\DJI_0387_patch_36.jpg train_data\masks\DJI_0387_patch_36.png
train_data\images\DJI_0387_patch_40.jpg train_data\masks\DJI_0387_patch_40.png
train_data\images\DJI_0387_patch_41.jpg train_data\masks\DJI_0387_patch_41.png
train_data\images\DJI_0387_patch_42.jpg train_data\masks\DJI_0387_patch_42.png
train_data\images\DJI_0387_patch_43.jpg train_data\masks\DJI_0387_patch_43.png
train_data\images\DJI_0387_patch_44.jpg train_data\masks\DJI_0387_patch_44.png
train_data\images\DJI_0387_patch_45.jpg train_data\masks\DJI_0387_patch_45.png
train_data\images\DJI_0387_patch_46.jpg train_data\masks\DJI_0387_patch_46.png
train_data\images\DJI_0388_patch_00.jpg train_data\masks\DJI_0388_patch_00.png
train_data\images\DJI_0388_patch_01.jpg train_data\masks\DJI_0388_patch_01.png
train_data\images\DJI_0388_patch_02.jpg train_data\masks\DJI_0388_patch_02.png
train_data\images\DJI_0388_patch_03.jpg train_data\masks\DJI_0388_patch_03.png
train_data\images\DJI_0388_patch_04.jpg train_data\masks\DJI_0388_patch_04.png
train_data\images\DJI_0388_patch_05.jpg train_data\masks\DJI_0388_patch_05.png
train_data\images\DJI_0388_patch_06.jpg train_data\masks\DJI_0388_patch_06.png
train_data\images\DJI_0388_patch_10.jpg train_data\masks\DJI_0388_patch_10.png
train_data\images\DJI_0388_patch_11.jpg train_data\masks\DJI_0388_patch_11.png
train_data\images\DJI_0388_patch_12.jpg train_data\masks\DJI_0388_patch_12.png
train_data\images\DJI_0388_patch_13.jpg train_data\masks\DJI_0388_patch_13.png
train_data\images\DJI_0388_patch_14.jpg train_data\masks\DJI_0388_patch_14.png
train_data\images\DJI_0388_patch_15.jpg train_data\masks\DJI_0388_patch_15.png
train_data\images\DJI_0388_patch_16.jpg train_data\masks\DJI_0388_patch_16.png
train_data\images\DJI_0388_patch_20.jpg train_data\masks\DJI_0388_patch_20.png
train_data\images\DJI_0388_patch_21.jpg train_data\masks\DJI_0388_patch_21.png
train_data\images\DJI_0388_patch_22.jpg train_data\masks\DJI_0388_patch_22.png
train_data\images\DJI_0388_patch_23.jpg train_data\masks\DJI_0388_patch_23.png
train_data\images\DJI_0388_patch_24.jpg train_data\masks\DJI_0388_patch_24.png
train_data\images\DJI_0388_patch_25.jpg train_data\masks\DJI_0388_patch_25.png
